ID,Workclass,Education,Marital-status,Occupation,Relationship,Race,Sex,Native-country,Age,fnlwgt,Education-num,Capital-gain,Capital-loss,Hours-per-week,label
CLI0569,Private,10th,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,49,51620,16,0,0,60,<=50K
CLI0570,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,55,209535,9,0,0,40,<=50K
CLI0571,State-gov,Some-college,Never-married,Prof-specialty,Own-child,White,Male,United-States,34,353881,11,3103,0,60,>50K
CLI0572,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,29,204984,9,0,0,50,<=50K
CLI0573,Private,Some-college,Never-married,Sales,Own-child,Black,Female,United-States,26,192652,13,0,0,40,<=50K
CLI0574,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,53,167033,10,0,0,40,<=50K
CLI0575,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,62,81578,9,0,0,40,>50K
CLI0576,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,26,402998,13,0,0,58,>50K
CLI0577,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,United-States,37,130277,3,0,0,40,<=50K
CLI0578,?,Assoc-voc,Married-civ-spouse,?,Husband,White,Male,United-States,37,95855,9,0,0,40,<=50K
CLI0579,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,64,63676,6,0,0,40,<=50K
CLI0580,Private,Bachelors,Never-married,Other-service,Own-child,White,Male,United-States,30,509500,13,4787,0,45,>50K
CLI0581,Private,Some-college,Never-married,Exec-managerial,Not-in-family,Black,Female,United-States,36,29702,9,7688,0,40,>50K
CLI0582,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,United-States,48,125120,10,0,0,55,<=50K
CLI0583,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,27,175821,9,0,0,34,<=50K
CLI0584,Private,5th-6th,Separated,Other-service,Unmarried,White,Female,United-States,33,33308,10,0,0,70,<=50K
CLI0585,Private,HS-grad,Divorced,Protective-serv,Unmarried,White,Female,United-States,23,119838,13,0,0,50,<=50K
CLI0586,Private,10th,Married-civ-spouse,Other-service,Husband,Black,Male,United-States,34,340917,15,2829,0,50,<=50K
CLI0587,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,United-States,40,240698,9,0,0,60,<=50K
CLI0588,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,47,44257,13,0,0,60,>50K
CLI0589,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,United-States,23,46645,13,0,0,25,<=50K
CLI0590,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,37,265038,10,0,0,50,<=50K
CLI0591,Self-emp-not-inc,Some-college,Never-married,Farming-fishing,Not-in-family,White,Male,United-States,27,221166,5,0,0,40,<=50K
CLI0592,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,United-States,41,173938,15,0,0,50,>50K
CLI0593,Private,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,?,44,216921,6,0,0,70,<=50K
CLI0594,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,35,287658,12,0,0,30,<=50K
CLI0595,Federal-gov,Bachelors,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,United-States,58,31732,13,0,0,50,<=50K
CLI0596,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,48,131826,10,0,0,40,>50K
CLI0597,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,22,102684,10,0,0,32,<=50K
CLI0598,Private,9th,Never-married,Farming-fishing,Own-child,White,Male,United-States,52,145271,13,0,0,40,<=50K
CLI0599,Private,Prof-school,Married-civ-spouse,Adm-clerical,Husband,White,Male,?,36,162651,9,0,0,40,<=50K
CLI0600,Self-emp-not-inc,10th,Married-civ-spouse,Other-service,Husband,White,Male,United-States,25,375170,10,0,0,35,<=50K
CLI0601,Private,Assoc-acdm,Never-married,Transport-moving,Not-in-family,Black,Male,Jamaica,21,176262,12,0,0,18,<=50K
CLI0602,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,38,104089,11,0,0,40,<=50K
CLI0603,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,55,202220,9,2407,0,35,<=50K
CLI0604,Private,Some-college,Never-married,Transport-moving,Not-in-family,White,Male,United-States,42,443508,16,0,0,45,>50K
CLI0605,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,United-States,34,163110,14,0,0,40,<=50K
CLI0606,Private,HS-grad,Separated,Adm-clerical,Not-in-family,White,Male,Columbia,40,76625,9,0,0,40,<=50K
CLI0607,Local-gov,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,United-States,19,223392,9,0,0,15,<=50K
CLI0608,Private,Assoc-acdm,Never-married,Other-service,Own-child,White,Female,United-States,43,198330,14,0,0,37,<=50K
CLI0609,Private,Assoc-voc,Never-married,Craft-repair,Own-child,White,Male,United-States,19,423863,10,0,0,35,<=50K
CLI0610,Private,HS-grad,Married-civ-spouse,Other-service,Wife,Black,Female,United-States,32,30497,11,0,0,40,<=50K
CLI0611,Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,46,192323,10,0,0,38,>50K
CLI0612,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,United-States,46,405309,9,0,0,40,<=50K
CLI0613,Self-emp-inc,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,48,353012,9,0,1902,40,>50K
CLI0614,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,United-States,27,172091,9,0,0,40,<=50K
CLI0615,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,48,383384,9,0,0,60,<=50K
CLI0616,Private,Masters,Widowed,Prof-specialty,Unmarried,Black,Female,United-States,35,209993,7,0,0,8,<=50K
CLI0617,?,Some-college,Never-married,?,Own-child,White,Female,United-States,23,303121,10,0,0,30,<=50K
CLI0618,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,25,52536,12,0,1594,25,<=50K
CLI0619,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,23,215624,10,0,0,40,<=50K
CLI0620,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,51,159910,13,10520,0,40,>50K
CLI0621,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,30,19302,10,0,0,48,<=50K
CLI0622,Local-gov,HS-grad,Never-married,Craft-repair,Unmarried,Black,Male,United-States,25,104097,13,2829,0,60,<=50K
CLI0623,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,34,117963,13,0,0,40,>50K
CLI0624,Private,11th,Separated,Priv-house-serv,Unmarried,White,Female,Mexico,32,187560,15,3908,0,40,<=50K
CLI0625,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,United-States,51,168539,12,0,0,40,<=50K
CLI0626,Private,Assoc-acdm,Divorced,Tech-support,Own-child,White,Female,United-States,71,110380,9,0,2467,52,<=50K
CLI0627,Private,Some-college,Never-married,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Male,Vietnam,83,240150,6,20051,0,50,>50K
CLI0628,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,Black,Male,United-States,31,103435,13,0,0,50,>50K
CLI0629,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,United-States,23,189072,13,0,0,45,<=50K
CLI0630,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,42,235700,9,0,0,40,<=50K
CLI0631,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,58,21626,11,2202,0,56,<=50K
CLI0632,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,40,188693,14,0,0,35,>50K
CLI0633,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,24,191073,9,0,0,40,<=50K
CLI0634,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,22,401690,10,0,0,20,<=50K
CLI0635,Self-emp-inc,10th,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,47,233511,14,27828,0,60,>50K
CLI0636,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,21,434710,10,0,0,15,<=50K
CLI0637,Private,Bachelors,Never-married,Tech-support,Not-in-family,Black,Female,United-States,67,171584,13,6514,0,7,>50K
CLI0638,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Female,United-States,24,254767,4,2105,0,50,<=50K
CLI0639,Self-emp-inc,Assoc-voc,Divorced,Sales,Not-in-family,White,Male,United-States,35,170617,9,0,0,48,<=50K
CLI0640,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,47,287320,14,0,0,40,<=50K
CLI0641,Federal-gov,HS-grad,Never-married,Armed-Forces,Own-child,White,Male,United-States,41,198316,10,0,0,50,<=50K
CLI0642,Private,Some-college,Never-married,Sales,Own-child,White,Female,Mexico,52,108083,14,0,0,50,>50K
CLI0643,Private,Masters,Divorced,Sales,Not-in-family,White,Male,United-States,61,197311,14,0,0,40,<=50K
CLI0644,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,United-States,49,35406,9,0,0,20,<=50K
CLI0645,Private,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,46,153254,9,0,0,40,<=50K
CLI0646,Private,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,37,272471,9,0,0,40,<=50K
CLI0647,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,Black,Female,United-States,53,42924,16,14084,0,50,>50K
CLI0648,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,38,103456,13,0,0,40,<=50K
CLI0649,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,Japan,43,198965,10,0,0,38,>50K
CLI0650,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,49,122066,10,0,0,25,<=50K
CLI0651,Federal-gov,Masters,Widowed,Prof-specialty,Unmarried,White,Female,United-States,19,205829,9,0,0,35,<=50K
CLI0652,Federal-gov,HS-grad,Widowed,Exec-managerial,Not-in-family,White,Female,United-States,47,84735,14,0,0,20,>50K
CLI0653,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,United-States,51,521665,10,0,0,24,<=50K
CLI0654,Local-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,United-States,61,238611,4,0,0,38,<=50K
CLI0655,Self-emp-inc,Doctorate,Divorced,Exec-managerial,Not-in-family,White,Male,United-States,22,201729,5,0,0,30,<=50K
CLI0656,Private,Bachelors,Separated,Prof-specialty,Unmarried,White,Male,United-States,27,604045,13,0,0,40,<=50K
CLI0657,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,49,120451,6,0,0,40,<=50K
CLI0658,Self-emp-inc,Some-college,Divorced,Sales,Not-in-family,White,Male,United-States,25,109419,9,0,0,40,<=50K
CLI0659,Private,HS-grad,Never-married,Sales,Own-child,White,Female,United-States,65,221026,9,0,0,20,<=50K
CLI0660,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,20,293297,10,0,0,35,<=50K
CLI0661,?,Some-college,Married-civ-spouse,?,Husband,White,Male,United-States,51,338260,15,15024,0,60,>50K
CLI0662,Private,7th-8th,Widowed,Other-service,Unmarried,Black,Female,United-States,34,205733,9,0,0,40,<=50K
CLI0663,Private,9th,Never-married,Handlers-cleaners,Other-relative,White,Male,United-States,37,282872,9,0,1628,40,<=50K
CLI0664,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,United-States,28,177955,7,0,0,40,<=50K
CLI0665,Local-gov,10th,Separated,Other-service,Unmarried,Black,Female,United-States,32,86808,10,0,0,38,<=50K
CLI0666,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,United-States,20,121313,6,0,0,40,<=50K
CLI0667,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,66,249043,13,5556,0,26,>50K
CLI0668,Private,Some-college,Never-married,Other-service,Own-child,White,Male,United-States,48,173938,9,0,0,60,<=50K
CLI0669,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,47,178309,5,0,0,?,<=50K
CLI0670,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,20,219835,10,0,0,30,<=50K
CLI0671,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,39,314007,6,0,2051,40,<=50K
CLI0672,Private,11th,Married-civ-spouse,Adm-clerical,Wife,White,Female,Mexico,25,235795,12,0,0,48,<=50K
CLI0673,Private,Some-college,Never-married,Other-service,Own-child,White,Female,United-States,40,264663,13,0,0,60,<=50K
CLI0674,?,10th,Never-married,?,Own-child,White,Male,United-States,38,277022,10,0,0,40,<=50K
CLI0675,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,26,282304,10,0,0,45,<=50K
CLI0676,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,68,225612,13,0,0,35,>50K
CLI0677,Private,9th,Never-married,Other-service,Unmarried,White,Female,United-States,45,35969,14,0,0,60,>50K
CLI0678,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male,United-States,40,299813,7,0,0,37,<=50K
CLI0679,Private,Some-college,Never-married,Sales,Own-child,White,Male,?,33,243678,10,0,0,40,<=50K
CLI0680,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,33,300681,9,0,0,40,<=50K
CLI0681,Private,Assoc-acdm,Never-married,Sales,Not-in-family,White,Male,United-States,19,174478,9,0,0,40,<=50K
CLI0682,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,United-States,22,284317,12,0,0,40,<=50K
CLI0683,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,Columbia,45,178319,16,0,0,56,>50K
CLI0684,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,United-States,21,164019,10,0,0,10,<=50K
CLI0685,Private,Bachelors,Widowed,Sales,Not-in-family,White,Male,United-States,41,113823,14,0,0,40,<=50K
CLI0686,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,20,56322,10,2176,0,25,<=50K
CLI0687,Private,11th,Never-married,Machine-op-inspct,Not-in-family,White,Female,Dominican-Republic,36,135293,13,1506,0,45,<=50K
CLI0688,State-gov,Some-college,Never-married,Tech-support,Not-in-family,White,Female,United-States,47,20956,13,0,1740,40,<=50K
CLI0689,Local-gov,HS-grad,Never-married,Other-service,Not-in-family,Black,Male,United-States,27,169460,13,0,0,40,<=50K
CLI0690,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,United-States,41,267252,10,0,1902,40,>50K
CLI0691,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,56,95763,6,0,0,45,<=50K
CLI0692,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,49,61885,7,0,0,40,<=50K
CLI0693,Private,Some-college,Never-married,Farming-fishing,Own-child,Black,Male,United-States,36,89508,10,0,0,50,<=50K
CLI0694,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,England,36,186035,10,0,0,60,>50K
CLI0695,Private,Some-college,Never-married,Other-service,Own-child,White,Male,United-States,47,204900,9,0,0,40,<=50K
CLI0696,Private,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,?,74,228075,10,20051,0,25,>50K
CLI0697,Federal-gov,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,19,178147,9,0,0,35,<=50K
CLI0698,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,46,102102,9,0,0,40,<=50K
CLI0699,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,United-States,26,109240,13,0,0,50,<=50K
CLI0700,Private,10th,Divorced,Craft-repair,Not-in-family,White,Male,United-States,27,69757,10,0,0,60,<=50K
CLI0701,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,35,668319,13,0,1740,80,<=50K
CLI0702,Private,Some-college,Divorced,Prof-specialty,Not-in-family,White,Male,United-States,28,236861,13,0,0,50,<=50K
CLI0703,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,38,470663,13,0,0,50,<=50K
CLI0704,Federal-gov,HS-grad,Married-civ-spouse,Prof-specialty,Wife,Black,Female,United-States,33,214129,10,0,0,40,<=50K
CLI0705,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,36,226013,9,5178,0,40,>50K
CLI0706,Private,HS-grad,Never-married,Sales,Own-child,White,Male,United-States,23,173851,9,0,0,8,<=50K
CLI0707,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,32,360593,9,0,0,30,<=50K
CLI0708,Self-emp-inc,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,17,191260,5,1055,0,24,<=50K
CLI0709,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,21,211391,10,0,0,27,<=50K
CLI0710,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,33,369386,10,5178,0,40,>50K
CLI0711,Private,Bachelors,Divorced,Craft-repair,Unmarried,White,Male,United-States,17,268276,8,0,0,12,<=50K
CLI0712,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,49,28791,10,0,0,40,<=50K
CLI0713,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,55,183884,9,0,0,45,<=50K
CLI0714,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,United-States,32,177675,9,0,0,40,<=50K
CLI0715,Federal-gov,HS-grad,Never-married,Armed-Forces,Not-in-family,White,Male,United-States,46,187749,13,0,0,40,>50K
CLI0716,Private,HS-grad,Divorced,Sales,Unmarried,Black,Female,United-States,30,323054,6,0,0,40,<=50K
CLI0717,Private,9th,Never-married,Other-service,Own-child,White,Male,United-States,37,29145,11,0,0,40,<=50K
CLI0718,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,37,143547,13,0,0,40,<=50K
CLI0719,?,Some-college,Married-civ-spouse,?,Wife,White,Female,United-States,51,112310,10,0,0,40,<=50K
CLI0720,Private,12th,Never-married,Other-service,Own-child,White,Male,United-States,45,148995,16,99999,0,30,>50K
CLI0721,Private,Some-college,Divorced,Other-service,Not-in-family,White,Female,United-States,61,180382,3,3411,0,45,<=50K
CLI0722,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,United-States,21,184678,10,0,0,35,<=50K
CLI0723,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,United-States,24,283757,13,0,0,39,<=50K
CLI0724,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,Philippines,18,434430,9,0,0,30,<=50K
CLI0725,Private,10th,Divorced,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,United-States,28,365411,5,0,0,42,<=50K
CLI0726,Private,Assoc-voc,Never-married,Other-service,Not-in-family,White,Male,United-States,28,127833,9,0,0,40,<=50K
CLI0727,Federal-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,49,28334,10,0,0,45,>50K
CLI0728,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,United-States,39,163392,9,0,0,26,<=50K
CLI0729,Private,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,45,142287,14,0,0,50,>50K
CLI0730,Private,5th-6th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,30,319280,10,0,0,40,<=50K
CLI0731,State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,United-States,33,150657,13,0,0,40,<=50K
CLI0732,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Male,United-States,41,195124,14,0,0,35,<=50K
CLI0733,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,49,32212,9,0,0,43,<=50K
CLI0734,Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,44,325461,13,0,1902,50,>50K
CLI0735,?,HS-grad,Never-married,?,Unmarried,Black,Female,United-States,35,190194,9,0,0,40,<=50K
CLI0736,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,45,230979,10,0,0,40,<=50K
CLI0737,Private,HS-grad,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,?,27,240172,13,0,0,40,<=50K
CLI0738,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,19,278304,10,0,0,15,<=50K
CLI0739,Federal-gov,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,United-States,18,243240,9,0,0,37,<=50K
CLI0740,State-gov,Bachelors,Never-married,Prof-specialty,Other-relative,Black,Female,United-States,28,55950,13,0,0,40,<=50K
CLI0741,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Male,Dominican-Republic,47,343579,9,0,0,40,<=50K
CLI0742,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,19,198668,4,0,0,40,<=50K
CLI0743,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,39,179824,9,0,0,36,<=50K
CLI0744,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,60,135470,3,0,0,40,<=50K
CLI0745,Private,Some-college,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,United-States,27,130067,10,0,0,65,<=50K
CLI0746,Private,Bachelors,Married-spouse-absent,Adm-clerical,Not-in-family,White,Male,United-States,57,327901,6,0,0,40,<=50K
CLI0747,Private,Some-college,Never-married,Other-service,Own-child,White,Female,United-States,55,252714,11,0,0,40,<=50K
CLI0748,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States,27,103164,7,0,0,40,<=50K
CLI0749,?,Bachelors,Never-married,?,Own-child,Black,Female,Germany,23,224059,9,0,0,40,<=50K
CLI0750,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,Mexico,38,220783,9,0,0,20,<=50K
CLI0751,Private,7th-8th,Never-married,Other-service,Not-in-family,White,Female,United-States,31,97453,9,0,0,40,<=50K
CLI0752,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,Black,Female,United-States,25,201579,5,0,0,40,<=50K
CLI0753,Private,5th-6th,Married-civ-spouse,Craft-repair,Husband,White,Male,Mexico,38,47707,9,0,0,40,<=50K
CLI0754,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,37,89491,14,0,0,40,<=50K
CLI0755,Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,66,126511,10,0,0,45,<=50K
CLI0756,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,18,131180,7,0,0,16,<=50K
CLI0757,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,41,185057,11,0,0,40,<=50K
CLI0758,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,70,135339,13,0,0,40,<=50K
CLI0759,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,United-States,42,104647,9,0,0,40,<=50K
CLI0760,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,United-States,34,243165,13,0,0,30,>50K
CLI0761,Private,9th,Never-married,Craft-repair,Not-in-family,White,Male,Mexico,63,176696,9,0,0,40,>50K
CLI0762,Federal-gov,HS-grad,Never-married,Adm-clerical,Own-child,Black,Female,United-States,36,94954,11,0,0,20,<=50K
CLI0763,Local-gov,Masters,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,65,178931,9,3818,0,40,<=50K
CLI0764,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,23,189924,10,0,0,40,<=50K
CLI0765,Private,11th,Never-married,Prof-specialty,Own-child,White,Female,United-States,31,226696,9,0,0,50,>50K
CLI0766,Private,Assoc-voc,Never-married,Craft-repair,Not-in-family,White,Female,?,38,151322,9,0,0,40,<=50K
CLI0767,?,Bachelors,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,China,36,105138,9,0,0,50,<=50K
CLI0768,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Male,United-States,24,85088,9,0,1762,32,<=50K
CLI0769,Private,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,United-States,19,117444,9,0,0,30,<=50K
CLI0770,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,30,45781,9,0,0,40,<=50K
CLI0771,?,Assoc-voc,Widowed,?,Not-in-family,White,Female,United-States,39,200153,13,0,0,40,<=50K
CLI0772,?,HS-grad,Married-civ-spouse,?,Husband,Amer-Indian-Eskimo,Male,United-States,33,43716,10,0,0,4,<=50K
CLI0773,Private,Some-college,Never-married,Other-service,Own-child,White,Female,United-States,24,137591,10,0,0,10,<=50K
CLI0774,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,United-States,46,170092,14,0,0,43,<=50K
CLI0775,Self-emp-not-inc,HS-grad,Separated,Craft-repair,Not-in-family,White,Male,United-States,27,247819,10,0,0,15,<=50K
CLI0776,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,United-States,31,169269,4,0,0,40,<=50K
CLI0777,Private,HS-grad,Never-married,Sales,Own-child,White,Female,United-States,34,153614,9,0,0,45,>50K
CLI0778,?,HS-grad,Never-married,?,Own-child,White,Male,United-States,36,186865,16,0,0,60,>50K
CLI0779,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,United-States,34,172928,9,0,0,65,<=50K
CLI0780,Private,Bachelors,Divorced,Adm-clerical,Not-in-family,White,Male,United-States,27,175552,3,0,0,40,<=50K
CLI0781,State-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,63,113324,10,0,0,40,<=50K
CLI0782,Private,Some-college,Never-married,Sales,Own-child,White,Male,Greece,46,345911,10,0,0,40,<=50K
CLI0783,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,69,50468,15,0,0,34,>50K
CLI0784,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,37,125933,9,0,0,40,>50K
CLI0785,Private,7th-8th,Never-married,Craft-repair,Unmarried,White,Male,United-States,21,140764,10,0,0,12,<=50K
CLI0786,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,27,253873,10,0,0,25,<=50K
CLI0787,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,30,200892,14,0,0,40,<=50K
CLI0788,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,19,202184,10,0,0,15,<=50K
CLI0789,?,5th-6th,Married-civ-spouse,?,Wife,White,Female,Mexico,24,452640,10,14344,0,50,>50K
CLI0790,Private,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,23,178207,10,0,0,35,<=50K
CLI0791,Local-gov,Some-college,Divorced,Transport-moving,Not-in-family,White,Female,United-States,31,123430,7,0,0,65,<=50K
CLI0792,State-gov,Prof-school,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,34,182926,9,0,0,43,>50K
